CustomerID,Recency,Frequency,Monetary,Cluster
12347.0,0.6931471805599453,2.0794415416798357,8.106433089538431,0
12348.0,5.517452896464707,1.3862943611198906,4.513054897080286,1
12349.0,2.9444389791664403,0.6931471805599453,6.907905267733262,3
12350.0,5.736572297479192,0.6931471805599453,5.68833037009728,1
12352.0,3.58351893845611,2.0794415416798357,7.031688253824822,2
12353.0,5.318119993844216,0.6931471805599453,3.411147712515324,1
12354.0,5.44673737166631,0.6931471805599453,6.527504598514699,1
12355.0,5.365976015021851,0.6931471805599453,5.393627546352361,1
12356.0,5.5053315359323625,1.0986122886681096,6.991691933854691,2
12357.0,3.4965075614664802,0.6931471805599453,8.106638151555332,2
12358.0,0.6931471805599453,1.0986122886681096,6.779035150783365,3
12359.0,4.060443010546419,1.6094379124341003,8.059143429158514,2
12360.0,3.9512437185814275,1.3862943611198906,7.519779168248301,2
12361.0,5.659482215759621,0.6931471805599453,5.169915651743512,1
12362.0,1.0986122886681096,2.3978952727983707,8.318727618438977,0
12363.0,4.700480365792417,1.0986122886681096,6.18517928773138,2
12364.0,2.0794415416798357,1.3862943611198906,7.009661836588447,3
12365.0,5.673323267171493,0.6931471805599453,5.733147083286105,1
12367.0,1.3862943611198906,0.6931471805599453,4.93662988078576,3
12370.0,3.9318256327243257,1.6094379124341003,7.863135946227763,2
12371.0,4.0943445622221,0.6931471805599453,7.1712419901936,2
12372.0,4.276666119016055,1.3862943611198906,6.84517750099741,2
12373.0,5.739792912179234,0.6931471805599453,5.704115752446322,1
12374.0,3.2188758248682006,0.6931471805599453,6.278014729213508,3
12375.0,2.3978952727983707,1.0986122886681096,5.650030018656954,3
12377.0,5.752572638825633,1.0986122886681096,7.2954093752108475,2
12378.0,4.867534450455582,0.6931471805599453,8.130836351946007,2
12379.0,4.406719247264253,1.0986122886681096,6.603184728972198,2
12380.0,3.091042453358316,1.6094379124341003,7.461209264803751,2
12381.0,1.6094379124341003,1.791759469228055,7.1344604800849005,0
12383.0,5.220355825078325,1.791759469228055,7.100719995874571,2
12384.0,3.367295829986474,1.0986122886681096,5.660596577206601,3
12386.0,5.905361848054571,0.6931471805599453,5.378513908542313,1
12388.0,2.772588722239781,1.9459101490553132,7.811041821721038,0
12390.0,4.382026634673881,0.6931471805599453,6.01307925708039,1
12391.0,3.091042453358316,0.6931471805599453,6.010973013496025,3
